"start","end","height","cover_type","cover_type_sub","genus","species","site","line","site_line","date","line_length"
7.4,7.6,4,"forb","fern","Pteridium ","","O-8","L2","O-8L2",2024-05-16,0.199999999999999
7.7,7.9,3,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,0.2
8.05,9.1,4,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,1.05
9.4,10.4,3.5,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,1
10.41,10.7,4,"forb","fern","Pteridium ","","O-8","L2","O-8L2",2024-05-16,0.289999999999999
10.71,10.91,2.5,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,0.199999999999999
11.1,11.35,2.5,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,0.25
11.6,11.9,3.5,"forb","fern","Pteridium ","","O-8","L2","O-8L2",2024-05-16,0.300000000000001
12.1,12.5,3,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,0.4
12.8,13.55,2.5,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,0.75
13.8,14.9,2.5,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,1.1
16.95,17.6,2,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,0.650000000000002
18.2,18.5,2,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,0.300000000000001
19.5,20,2,"shrub","broadleaf_shrub","","","O-8","L2","O-8L2",2024-05-16,0.5
0.5,0.8,4,"shrub","broadleaf_shrub","Lyonia","","O-8","L1","O-8L1",2024-05-16,0.3
1,1.5,4,"shrub","broadleaf_shrub","Illex","glabra","O-8","L1","O-8L1",2024-05-16,0.5
1.51,1.9,3.5,"forb","fern","Pteridium ","","O-8","L1","O-8L1",2024-05-16,0.39
3.5,3.7,2.5,"shrub","broadleaf_shrub","Morella","","O-8","L1","O-8L1",2024-05-16,0.2
7.1,7.35,1.5,"shrub","broadleaf_shrub","Lyonia","","O-8","L1","O-8L1",2024-05-16,0.25
7.9,8.2,2,"shrub","broadleaf_shrub","Mix","","O-8","L1","O-8L1",2024-05-16,0.299999999999999
9.3,9.5,4.5,"shrub","broadleaf_shrub","Illex","glabra","O-8","L1","O-8L1",2024-05-16,0.199999999999999
11,11.7,4,"shrub","broadleaf_shrub","Mix","","O-8","L1","O-8L1",2024-05-16,0.699999999999999
14.7,15.15,8,"shrub","saw_palmetto","Serenoa","repens","O-8","L1","O-8L1",2024-05-16,0.450000000000001
17.2,17.4,3,"forb","fern","Pteridium ","","O-8","L1","O-8L1",2024-05-16,0.199999999999999
17.41,17.9,8,"shrub","saw_palmetto","Serenoa","repens","O-8","L1","O-8L1",2024-05-16,0.489999999999998
19.8,20,6,"shrub","saw_palmetto","Serenoa","repens","O-8","L1","O-8L1",2024-05-16,0.199999999999999
0.4,0.8,5,"conifer","pine","Pinus","","O-7","L4","O-7L4",2024-05-16,0.4
0.81,1.19,4,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia / Vaccinium myrsinites","O-7","L4","O-7L4",2024-05-16,0.38
1.2,1.4,4.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.2
1.75,2,2,"shrub","broadleaf_shrub","Mix","","O-7","L4","O-7L4",2024-05-16,0.25
2.9,3.55,4,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.65
3.7,4.5,4,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.8
5.5,5.85,5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.35
6.15,6.5,4.5,"shrub","broadleaf_shrub","Mix","","O-7","L4","O-7L4",2024-05-16,0.35
6.8,7.1,5,"forb","fern","Pteridium","","O-7","L4","O-7L4",2024-05-16,0.3
7.11,8.1,5,"shrub","broadleaf_shrub","Mix","","O-7","L4","O-7L4",2024-05-16,0.989999999999999
8.25,8.45,4.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.199999999999999
9.05,9.5,4,"shrub","broadleaf_shrub","Mix","","O-7","L4","O-7L4",2024-05-16,0.449999999999999
9.65,10.05,4,"shrub","broadleaf_shrub","Mix","","O-7","L4","O-7L4",2024-05-16,0.4
10.1,10.6,2.5,"shrub","broadleaf_shrub","Vaccinium","","O-7","L4","O-7L4",2024-05-16,0.5
11.25,11.5,4,"shrub","broadleaf_shrub","Illex","","O-7","L4","O-7L4",2024-05-16,0.25
11.65,11.85,4,"shrub","broadleaf_shrub","Illex","","O-7","L4","O-7L4",2024-05-16,0.199999999999999
11.9,12.1,2.5,"forb","fern","Pteridium","","O-7","L4","O-7L4",2024-05-16,0.199999999999999
12.11,12.8,5,"shrub","broadleaf_shrub","Mix","","O-7","L4","O-7L4",2024-05-16,0.690000000000001
12.95,13.3,3,"forb","fern","Pteridium","","O-7","L4","O-7L4",2024-05-16,0.350000000000001
13.3,13.5,4.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.199999999999999
13.75,14.2,8,"shrub","saw_palmetto","Serenoa","repens","O-7","L4","O-7L4",2024-05-16,0.449999999999999
14.6,14.9,4,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.300000000000001
15,15.55,5,"shrub","broadleaf_shrub","Persea","","O-7","L4","O-7L4",2024-05-16,0.550000000000001
15.56,15.8,3,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.24
15.9,16.15,4.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.249999999999998
16.6,16.8,3.5,"forb","fern","Pteridium","","O-7","L4","O-7L4",2024-05-16,0.199999999999999
16.81,17.3,9,"shrub","saw_palmetto","Serenoa","repens","O-7","L4","O-7L4",2024-05-16,0.490000000000002
17.9,18.1,5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.200000000000003
18.11,18.55,4,"forb","fern","Pteridium","","O-7","L4","O-7L4",2024-05-16,0.440000000000001
18.56,19.3,4.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L4","O-7L4",2024-05-16,0.740000000000002
19.31,19.6,2,"shrub","broadleaf_shrub","Vaccinium","","O-7","L4","O-7L4",2024-05-16,0.290000000000003
19.61,19.8,3,"grass","grass_other","","","O-7","L4","O-7L4",2024-05-16,0.190000000000001
0.25,1.4,4.5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia / Vaccinium myrsinites","O-7","L3","O-7L3",2024-05-16,1.15
1.45,1.65,4.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L3","O-7L3",2024-05-16,0.2
2.01,2.35,4,"forb","fern","Pteridium","","O-7","L3","O-7L3",2024-05-16,0.34
2.36,3,5.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L3","O-7L3",2024-05-16,0.64
3.15,3.75,5.5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia / Vaccinium myrsinites","O-7","L3","O-7L3",2024-05-16,0.6
4,4.3,3.5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia / Vaccinium myrsinites","O-7","L3","O-7L3",2024-05-16,0.3
4.45,5.2,5.5,"forb","fern","Pteridium/Anchistea","","O-7","L3","O-7L3",2024-05-16,0.75
5.21,5.45,8,"shrub","saw_palmetto","Serenoa","repens","O-7","L3","O-7L3",2024-05-16,0.24
5.46,5.94,6,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia ","O-7","L3","O-7L3",2024-05-16,0.48
5.95,6.25,6,"shrub","saw_palmetto","Serenoa","repens","O-7","L3","O-7L3",2024-05-16,0.3
6.4,6.7,5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L3","O-7L3",2024-05-16,0.3
6.8,7.05,8,"shrub","saw_palmetto","Serenoa","repens","O-7","L3","O-7L3",2024-05-16,0.25
7.3,8.2,9.5,"shrub","saw_palmetto","Serenoa","repens","O-7","L3","O-7L3",2024-05-16,0.899999999999999
8.5,9.05,3.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L3","O-7L3",2024-05-16,0.550000000000001
10.05,10.35,7,"shrub","broadleaf_shrub","Illex","glabra","O-7","L3","O-7L3",2024-05-16,0.299999999999999
10.4,10.8,2,"grass","wiregrass","Aristida","","O-7","L3","O-7L3",2024-05-16,0.4
10.81,13.6,6.5,"shrub","broadleaf_shrub","Mix","","O-7","L3","O-7L3",2024-05-16,2.79
13.61,14.1,3,"forb","fern","Pteridium","","O-7","L3","O-7L3",2024-05-16,0.49
14.15,15.9,9,"shrub","broadleaf_shrub","Illex","glabra","O-7","L3","O-7L3",2024-05-16,1.75
16.1,16.8,7.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L3","O-7L3",2024-05-16,0.699999999999999
17.1,17.5,6.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L3","O-7L3",2024-05-16,0.399999999999999
17.6,17.9,6.5,"conifer","pine","Pinus","","O-7","L3","O-7L3",2024-05-16,0.299999999999997
18.1,18.5,7,"shrub","broadleaf_shrub","Illex","glabra","O-7","L3","O-7L3",2024-05-16,0.399999999999999
18.65,19,7.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L3","O-7L3",2024-05-16,0.350000000000001
19.2,19.55,8.5,"conifer","pine","Pinus","","O-7","L3","O-7L3",2024-05-16,0.350000000000001
19.56,20,5,"shrub","broadleaf_shrub","Mix","","O-7","L3","O-7L3",2024-05-16,0.440000000000001
0,0.3,5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L2","O-7L2",2024-05-16,0.3
0.8,1.45,5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L2","O-7L2",2024-05-16,0.65
1.6,1.85,5.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L2","O-7L2",2024-05-16,0.25
2,2.7,4.5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia / Vaccinium myrsinites","O-7","L2","O-7L2",2024-05-16,0.7
2.75,3.15,4.5,"forb","fern","Pteridium","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L2","O-7L2",2024-05-16,0.4
3.16,3.45,5,"shrub","broadleaf_shrub","Mix","","O-7","L2","O-7L2",2024-05-16,0.29
3.75,4.05,4,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L2","O-7L2",2024-05-16,0.3
4.2,4.45,3,"forb","fern","Pteridium","","O-7","L2","O-7L2",2024-05-16,0.25
4.55,4.8,4,"forb","fern","Pteridium","","O-7","L2","O-7L2",2024-05-16,0.25
5.85,6.05,4,"shrub","broadleaf_shrub","Illex","glabra","O-7","L2","O-7L2",2024-05-16,0.2
6.25,6.45,6,"shrub","broadleaf_shrub","Gaylussacia","","O-7","L2","O-7L2",2024-05-16,0.2
6.8,7.05,4.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L2","O-7L2",2024-05-16,0.25
7.2,7.55,9,"shrub","broadleaf_shrub","Vaccinium","fuscatum","O-7","L2","O-7L2",2024-05-16,0.35
7.9,8.45,6,"shrub","broadleaf_shrub","Persea ","","O-7","L2","O-7L2",2024-05-16,0.549999999999999
8.8,9.05,6,"shrub","saw_palmetto","Serenoa","repens","O-7","L2","O-7L2",2024-05-16,0.25
9.25,9.5,5.5,"shrub","saw_palmetto","Serenoa","repens","O-7","L2","O-7L2",2024-05-16,0.25
9.8,10.7,8,"shrub","saw_palmetto","Serenoa","repens","O-7","L2","O-7L2",2024-05-16,0.899999999999999
10.8,11,3.5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa ","O-7","L2","O-7L2",2024-05-16,0.199999999999999
11.1,11.85,6,"shrub","broadleaf_shrub","Illex","glabra","O-7","L2","O-7L2",2024-05-16,0.75
12.2,12.4,4.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L2","O-7L2",2024-05-16,0.200000000000001
12.41,12.75,8.5,"shrub","saw_palmetto","Serenoa","repens","O-7","L2","O-7L2",2024-05-16,0.34
12.76,13,3.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L2","O-7L2",2024-05-16,0.24
13.3,13.8,5.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L2","O-7L2",2024-05-16,0.5
14.3,14.5,5,"conifer","pine","Pinus","","O-7","L2","O-7L2",2024-05-16,0.199999999999999
15.35,16.3,3.5,"forb","fern","Pteridium","","O-7","L2","O-7L2",2024-05-16,0.950000000000001
16.7,17.2,5,"shrub","broadleaf_shrub","Persea ","","O-7","L2","O-7L2",2024-05-16,0.5
17.25,17.75,7,"shrub","broadleaf_shrub","Persea ","","O-7","L2","O-7L2",2024-05-16,0.5
18.5,19,6.5,"forb","fern","Anchistea","","O-7","L2","O-7L2",2024-05-16,0.5
19.5,20,8,"conifer","pine","Pinus","","O-7","L2","O-7L2",2024-05-16,0.5
0,0.2,5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L1","O-7L1",2024-05-16,0.2
0.4,0.9,4.5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L1","O-7L1",2024-05-16,0.5
1.3,1.75,4,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L1","O-7L1",2024-05-16,0.45
2,3.2,5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L1","O-7L1",2024-05-16,1.2
3.21,3.45,7.5,"forb","forb_other","Mix","Pteridium/Rhexia alifanus","O-7","L1","O-7L1",2024-05-16,0.24
3.46,5.1,4.5,"shrub","broadleaf_shrub","Illex ","glabra","O-7","L1","O-7L1",2024-05-16,1.64
5.45,5.8,6,"shrub","broadleaf_shrub","Lyonia","fruticosa","O-7","L1","O-7L1",2024-05-16,0.35
6,6.55,5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L1","O-7L1",2024-05-16,0.55
6.56,6.75,4,"forb","fern","Pteridium","","O-7","L1","O-7L1",2024-05-16,0.19
6.85,7.25,5,"shrub","broadleaf_shrub","Mix","Diospyros virginiana / Vacciniun myrsinites  ","O-7","L1","O-7L1",2024-05-16,0.4
7.5,8.2,6,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa ","O-7","L1","O-7L1",2024-05-16,0.699999999999999
8.21,9.15,4,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L1","O-7L1",2024-05-16,0.94
9.45,9.7,5,"forb","forb_other","Rhexia","alifanus","O-7","L1","O-7L1",2024-05-16,0.25
10.1,10.65,4,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L1","O-7L1",2024-05-16,0.550000000000001
10.9,11.15,4,"forb","fern","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L1","O-7L1",2024-05-16,0.25
11.16,12.3,10.5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L1","O-7L1",2024-05-16,1.14
12.55,12.8,5,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L1","O-7L1",2024-05-16,0.25
13,13.35,7,"shrub","broadleaf_shrub","Mix","Illex glabra / Gaylussacia tomentosa / Lyonia fruticosa / Gaylussacia dumosa /  Aronia arbutifolia","O-7","L1","O-7L1",2024-05-16,0.35
0.55,14.45,8.5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L1","O-7L1",2024-05-16,13.9
14.55,15,5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L1","O-7L1",2024-05-16,0.449999999999999
15.01,15.7,4.5,"forb","fern","Mix","Pteridium/Anchistea","O-7","L1","O-7L1",2024-05-16,0.69
15.9,16.4,4,"forb","fern","Pteridium","","O-7","L1","O-7L1",2024-05-16,0.499999999999998
16.41,17.2,7.5,"shrub","broadleaf_shrub","Persea "," palustris","O-7","L1","O-7L1",2024-05-16,0.789999999999999
17.5,18,4,"forb","fern","Pteridium","","O-7","L1","O-7L1",2024-05-16,0.5
18.9,19.4,5,"shrub","broadleaf_shrub","Illex","glabra","O-7","L1","O-7L1",2024-05-16,0.5
19.75,20,4,"forb","fern","Pteridium","","O-7","L1","O-7L1",2024-05-16,0.25
2.9,3.4,4,"grass","bluestem","Andropogon ","","M-5","L4","M-5L4",2024-05-13,0.5
6.6,6.9,3.5,"grass","bluestem","Andropogon ","","M-5","L4","M-5L4",2024-05-13,0.300000000000001
7.44,7.8,4,"grass","bluestem","Andropogon ","","M-5","L4","M-5L4",2024-05-13,0.359999999999999
7.85,8.1,2,"grass","grass_other","Dichanthelium","","M-5","L4","M-5L4",2024-05-13,0.25
8.2,8.8,4,"grass","bluestem","Andropogon ","","M-5","L4","M-5L4",2024-05-13,0.600000000000001
8.9,9.2,4,"grass","bluestem","Andropogon ","","M-5","L4","M-5L4",2024-05-13,0.299999999999999
11.5,11.8,6,"shrub","broadleaf_shrub","Rubus","","M-5","L4","M-5L4",2024-05-13,0.300000000000001
13.05,13.3,5,"grass","bluestem","Andropogon ","","M-5","L4","M-5L4",2024-05-13,0.25
13.85,16.4,11,"shrub","broadleaf_shrub","Rubus","","M-5","L4","M-5L4",2024-05-13,2.55
16.95,17.35,7,"shrub","broadleaf_shrub","Rubus","","M-5","L4","M-5L4",2024-05-13,0.400000000000002
17.4,17.8,2,"grass","grass_other","Mix","","M-5","L4","M-5L4",2024-05-13,0.400000000000002
17.81,18.05,4,"grass","bluestem","Andropogon ","","M-5","L4","M-5L4",2024-05-13,0.240000000000002
18.06,18.3,6,"grass","grass_other","Dichanthelium","scoparium","M-5","L4","M-5L4",2024-05-13,0.240000000000002
18.7,18.9,4.5,"shrub","broadleaf_shrub","Rubus","","M-5","L4","M-5L4",2024-05-13,0.199999999999999
19.7,20,6,"grass","grass_other","Juncus","","M-5","L4","M-5L4",2024-05-13,0.300000000000001
1.1,2.5,5,"grass","grass_other","Juncus","","M-5","L3","M-5L3",2024-05-13,1.4
3.75,4.25,5,"grass","bluestem","Andropogon","","M-5","L3","M-5L3",2024-05-13,0.5
4.45,5.1,4,"grass","bluestem","Andropogon","","M-5","L3","M-5L3",2024-05-13,0.649999999999999
6.9,7.3,4.5,"grass","bluestem","Andropogon","","M-5","L3","M-5L3",2024-05-13,0.399999999999999
8.55,8.95,5.5,"grass","bluestem","Andropogon","","M-5","L3","M-5L3",2024-05-13,0.399999999999999
9.45,10.4,15.5,"shrub","broadleaf_shrub","Morella","","M-5","L3","M-5L3",2024-05-13,0.950000000000001
10.41,11.2,4,"grass","grass_other","Mix","","M-5","L3","M-5L3",2024-05-13,0.789999999999999
11.21,11.8,4,"grass","bluestem","Andropogon","","M-5","L3","M-5L3",2024-05-13,0.59
11.81,13.4,3,"grass","grass_other","Mix","","M-5","L3","M-5L3",2024-05-13,1.59
14.2,14.6,4,"grass","bluestem","Andropogon","","M-5","L3","M-5L3",2024-05-13,0.4
14.9,15.15,4,"grass","bluestem","Andropogon","","M-5","L3","M-5L3",2024-05-13,0.25
16.4,16.7,5.5,"shrub","broadleaf_shrub","Morella","","M-5","L3","M-5L3",2024-05-13,0.300000000000001
19.5,20,5,"grass","bluestem","Andropogon","","M-5","L3","M-5L3",2024-05-13,0.5
0.5,2.5,5,"grass","grass_other","Mix","","M-5","L2","M-5L2",2024-05-13,2
2.1,2.6,6.5,"grass","grass_other","Juncus","","M-5","L2","M-5L2",2024-05-13,0.5
2.6,3.5,2,"forb","forb_other","Syngonanthus ","","M-5","L2","M-5L2",2024-05-13,0.9
3.65,4.9,5,"grass","grass_other","Juncus","","M-5","L2","M-5L2",2024-05-13,1.25
6.7,7.6,8,"shrub","broadleaf_shrub","Morella","","M-5","L2","M-5L2",2024-05-13,0.899999999999999
9.1,9.5,5.5,"shrub","broadleaf_shrub","Rubus","","M-5","L2","M-5L2",2024-05-13,0.4
9.8,10.1,5.5,"shrub","broadleaf_shrub","Rubus","","M-5","L2","M-5L2",2024-05-13,0.299999999999999
11.1,11.7,9,"shrub","broadleaf_shrub","Rubus","","M-5","L2","M-5L2",2024-05-13,0.6
11.8,14.4,30,"shrub","broadleaf_shrub","Morella","","M-5","L2","M-5L2",2024-05-13,2.6
14.41,16.2,13,"shrub","broadleaf_shrub","Rubus","","M-5","L2","M-5L2",2024-05-13,1.79
16.7,17.3,10,"shrub","broadleaf_shrub","Rubus","","M-5","L2","M-5L2",2024-05-13,0.600000000000001
17.6,18.1,6.5,"shrub","broadleaf_shrub","Rubus","","M-5","L2","M-5L2",2024-05-13,0.5
0.5,0.7,4,"grass","grass_other","Juncus","","M-5","L1","M-5L1",2024-05-13,0.2
0.8,1.1,4,"grass","grass_other","Juncus","","M-5","L1","M-5L1",2024-05-13,0.3
1.11,1.9,2,"forb","forb_other","Syngonanthus ","","M-5","L1","M-5L1",2024-05-13,0.79
1.91,2.1,2,"grass","grass_other","Mix","","M-5","L1","M-5L1",2024-05-13,0.19
2.3,2.7,4.5,"forb","forb_other","Lachnanthes","caroliniana ","M-5","L1","M-5L1",2024-05-13,0.4
3.2,3.6,4.5,"grass","grass_other","Juncus ","","M-5","L1","M-5L1",2024-05-13,0.4
3.8,4.2,5,"grass","bluestem","Andropogon ","","M-5","L1","M-5L1",2024-05-13,0.4
4.21,6.7,20.3,"shrub","broadleaf_shrub","Morella ","","M-5","L1","M-5L1",2024-05-13,2.49
7.3,7.8,5,"grass","bluestem","Andropogon ","","M-5","L1","M-5L1",2024-05-13,0.5
8.8,9.5,5,"grass","bluestem","Andropogon ","","M-5","L1","M-5L1",2024-05-13,0.699999999999999
9.8,10,4,"grass","bluestem","Andropogon ","","M-5","L1","M-5L1",2024-05-13,0.199999999999999
13.6,13.85,4,"grass","bluestem","Andropogon ","","M-5","L1","M-5L1",2024-05-13,0.25
13.9,15.4,18,"shrub","broadleaf_shrub","Morella ","","M-5","L1","M-5L1",2024-05-13,1.5
17.2,18.4,4.5,"grass","bluestem","Andropogon ","","M-5","L1","M-5L1",2024-05-13,1.2
18.6,18.85,4.5,"grass","grass_other","Dichanthelium","","M-5","L1","M-5L1",2024-05-13,0.25
18.86,19.7,3.5,"grass","bluestem","Andropogon ","","M-5","L1","M-5L1",2024-05-13,0.84
18,19.1,1.5,"grass","grass_other","Dichanthelium","","M-2","L4","M-2L4",2024-05-13,1.1
19.2,19.7,2,"shrub","broadleaf_shrub","Rubus","","M-2","L4","M-2L4",2024-05-13,0.5
6.85,7.4,3,"grass","bluestem","Andropogon ","","M-2","L3","M-2L3",2024-05-13,0.550000000000001
19.55,19.8,4.5,"grass","grass_other","Juncus","","M-2","L3","M-2L3",2024-05-13,0.25
16,16.6,3,"grass","bluestem","Andropogon ","","M-2","L2","M-2L2",2024-05-13,0.600000000000001
16.85,17.25,4,"grass","bluestem","Andropogon ","","M-2","L2","M-2L2",2024-05-13,0.399999999999999
17,17.4,2,"grass","bluestem","Andropogon ","","M-2","L2","M-2L2",2024-05-13,0.399999999999999
18.75,19.55,5,"grass","bluestem","Andropogon ","","M-2","L2","M-2L2",2024-05-13,0.800000000000001
7.3,7.5,2,"grass","grass_other","Dichanthelium","","M-2","L1","M-2L1",2024-05-13,0.2
1.4,2,6,"shrub","broadleaf_shrub","Morella","","M-2","L1","M-2L1",2024-05-13,0.6
1.7,2.5,4.5,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.8
2.6,2.8,4.5,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.2
2.9,3.2,3,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.3
4.15,4.65,4,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.5
7.05,7.5,4,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.45
8.8,9,2.5,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.199999999999999
9.7,10,4,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.300000000000001
13.5,13.8,3,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.300000000000001
14.3,14.55,3,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.25
14.75,15.55,3.5,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.800000000000001
15.85,16.1,1.5,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.250000000000002
18,19,5.5,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,1
19.3,20,4,"grass","bluestem","Andropogon","","M-1","L4","M-1L4",2024-05-13,0.699999999999999
9.1,9.5,2,"grass","bluestem","Andropogon","","M-1","L3","M-1L3",2024-05-13,0.4
9.9,10.55,4.5,"grass","bluestem","Andropogon","","M-1","L3","M-1L3",2024-05-13,0.65
2.9,3.3,3.5,"grass","bluestem","Andropogon ","","M-1","L2","M-1L2",2024-05-13,0.4
10.24,10.6,4,"grass","bluestem","Andropogon ","","M-1","L2","M-1L2",2024-05-13,0.359999999999999
13.55,14.3,23,"conifer","pine","Pinus","","M-1","L2","M-1L2",2024-05-13,0.75
1.05,1.4,3,"grass","bluestem","Andropogon","","M-1","L1","M-1L1",2024-05-13,0.35
6.9,7.1,3.5,"grass","bluestem","Andropogon","","M-1","L1","M-1L1",2024-05-13,0.199999999999999
9.05,9.3,3.5,"grass","bluestem","Andropogon","","M-1","L1","M-1L1",2024-05-13,0.25
9.4,9.7,3,"grass","bluestem","Andropogon","","M-1","L1","M-1L1",2024-05-13,0.299999999999999
16.9,17.1,3,"grass","bluestem","Andropogon","","M-1","L1","M-1L1",2024-05-13,0.200000000000003
0,0.8,5,"grass","bluestem","Andropogon ","","T-1","L4","T-1L4",2024-05-12,0.8
0.81,1.8,4.5,"shrub","broadleaf_shrub","Rubus","","T-1","L4","T-1L4",2024-05-12,0.99
1.9,2.2,4,"grass","bluestem","Andropogon ","","T-1","L4","T-1L4",2024-05-12,0.3
2.3,2.7,4,"grass","bluestem","Andropogon ","","T-1","L4","T-1L4",2024-05-12,0.4
