sp.codes,how,dist,min,dir,num,site,date,vist,season,sky,wind,noise,time,temp,comment
WEVI,S,1,1,S,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
EATO,C,1,1,S,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
EATO,C,1,1,S,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
MODO,S,2,3,E,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
EATO,C,1,3,E,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
CARW,S,1,2,E,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
BACS,S,3,4,E,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
CARW,S,2,6,S,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
RBWO,C,2,6,E,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
NOCA,S,2,7,E,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
COYE,S,1,8,E,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
AMCR,C,2,9,E,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
CARW,S,1,0,S,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
COYE,S,1,0,N,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
EATO,C,1,0,E,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
EATO,C,1,0,S,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
BGGN,C,1,0,N,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
AMCR,C,3,1,S,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
TUTI,S,2,1,N,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
RBWO,C,2,1,E,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
NOCA,S,2,1,W,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
WEVI,S,3,1,N,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
GCFL,C,2,2,E,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
CARW,S,2,4,N,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
RHWO,C,2,5,W,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
MODO,S,2,6,E,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
PIWO,C,2,8,W,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
INBU,S,1,9,S,1,T-4,2024-05-02,2,SPRING,0,0,2,6:46,64,
AMCR,C,2,0,S,2,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
CARW,S,2,0,W,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
EATO,S,2,0,N,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
RHWO,C,2,0,W,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
WEVI,S,1,0,N,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
CARW,S,2,0,N,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
EATO,C,2,2,W,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
NOPA,S,2,3,N,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
COYE,S,1,3,S,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
PIWO,C,3,4,W,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
TUTI,S,2,5,S,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
NOBO,C,2,9,E,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
NOCA,S,2,9,S,1,T-1,2024-05-02,2,SPRING,0,0,3,7:12,70,
CARW,S,1,0,S,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
COYE,S,1,0,S,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
PRAW,S,2,0,E,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
GCFL,C,2,0,W,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
COYE,S,1,0,W,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
WEVI,S,2,0,W,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
EATO,C,1,1,E,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
EATO,C,2,1,W,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
CARW,S,2,1,E,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
TUVU,X,2,3,S,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
RBWO,C,2,4,E,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
WEVI,S,1,4,S,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
NOPA,S,2,7,S,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
WEVI,S,1,7,E,1,T-1,2024-04-26,1,SPRING,0,1,2,9:33,71,
EATO,S,1,0,W,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
CARW,S,2,0,E,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
NOCA,S,2,0,E,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
AMCR,C,3,0,E,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
EATO,S,2,0,E,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
PASSERINE SP.,C,1,1,N,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
GCFL,S,1,2,N,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
WEVI,S,1,2,W,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
BACS,S,2,3,N,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
PRAW,S,2,8,W,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
RSHA,C,3,9,E,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
MODO,S,2,9,W,1,T-6,2024-05-01,2,SPRING,0,0,1,8:01,66,
CARW,S,2,0,E,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
PIWA,S,2,0,E,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
EATO,S,1,0,N,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
EATO,C,2,0,E,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
MODO,S,2,0,W,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
COYE,S,2,1,S,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
AMCR,C,2,1,E,2,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
WEVI,S,2,1,S,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
WITU,C,3,2,W,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
RBWO,C,2,3,S,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
CARW,S,1,4,N,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
RSHA,C,1,4,S,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
GCFL,C,1,5,W,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
NOCA,S,1,5,E,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
WITU,C,1,7,E,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
NOCA,S,1,8,N,1,T-6,2024-04-26,1,SPRING,0,0,2,7:31,60,
EATO,S,0,0,E,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
CARW,C,1,0,E,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
PRAW,S,2,0,E,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
PIWA,S,2,0,W,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
AMCR,C,2,0,N,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
RBWO,C,1,0,N,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
GCFL,C,1,0,E,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
CARW,S,0,1,N,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
CARW,S,2,1,E,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
COYE,S,1,1,E,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
WEVI,S,2,2,N,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
EATO,C,1,3,E,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
EABL,C,1,6,S,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
RBWO,C,2,6,E,1,T-14,2024-05-02,2,SPRING,0,0,1,8:59,71,
CARW,S,2,0,W,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
COYE,S,2,0,W,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
EATO,C,2,0,E,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
NOCA,S,2,0,N,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
AMCR,C,2,0,S,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
PIWO,C,2,0,E,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
COYE,S,2,1,E,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
RBWO,C,2,2,S,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
CARW,S,1,2,N,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
CARW,S,1,2,W,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
CARW,S,1,3,E,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
AMCR,C,1,3,N,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
EATO,C,1,3,N,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
RBWO,C,1,5,E,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
GCFL,C,2,5,N,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
WEVI,S,1,7,E,1,T-14,2024-04-26,1,SPRING,0,0,1,8:07,63,
EATO,C,1,0,E,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
EATO,C,1,0,S,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
WEVI,S,1,0,N,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
CARW,S,2,0,N,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
COYE,S,1,0,W,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
MODO,S,2,1,S,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
AMCR,S,3,2,S,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
CARW,S,2,2,S,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
BLGR,S,2,2,W,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
EABL,C,2,3,N,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
HOWA,S,2,3,E,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
GCFL,C,3,3,S,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
RBWO,C,2,3,E,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
NOCA,C,1,4,E,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
TUTI,S,2,4,E,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
PIWO,C,3,4,E,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
WEVI,S,1,5,S,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
COYE,X,0,7,E,1,M-5,2024-05-04,2,SPRING,2,0,1,8:25,71,
CARW,S,1,0,E,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
EATO,S,1,0,E,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
TUTI,S,1,0,E,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
NOCA,S,2,0,S,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
COYE,S,1,0,S,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
GCFL,C,2,0,E,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
MODO,S,2,0,E,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
AMCR,S,2,1,E,2,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
RBWO,C,2,1,N,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
PIWO,C,3,1,E,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
BLGR,C,1,0,N,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
WEVI,S,1,1,N,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
EATO,C,1,2,W,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
COYE,S,1,2,N,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
WEVI,S,1,4,E,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
GREG,X,1,6,N,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
WITU,C,3,8,E,1,M-5,2024-06-28,1,SPRING,2,0,1,7:57,65,
BARS,C,0,0,N,2,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
CARW,S,2,0,E,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
PIWA,S,2,0,E,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
NOCA,S,2,0,E,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
EATO,C,1,0,N,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
RBWO,C,2,0,N,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
HOWA,S,3,0,E,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
AMCR,C,3,0,E,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
WEVI,S,1,0,S,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
GCFL,C,2,1,S,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
CARW,S,3,2,S,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
RSHA,C,2,5,E,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
HOWA,S,2,5,N,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
EATO,C,2,6,W,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
BLJA,C,2,6,W,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
YBCU,C,2,7,N,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
COGR,C,2,8,S,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
EABL,C,1,9,S,1,M-2,2024-05-04,2,SPRING,2,1,1,8:51,71,
CARW,S,1,0,E,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
EATO,S,1,0,E,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
CARW,S,2,0,W,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
AMCR,C,3,0,N,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
GCFL,C,2,0,W,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
MODO,S,2,0,S,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
WEVI,S,2,0,W,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
NOCA,S,2,1,N,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
RBWO,C,2,1,S,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
MODO,S,2,2,E,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
HOWA,S,1,2,E,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
EATO,C,1,2,E,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
EATO,C,2,3,S,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
NOCA,S,2,2,S,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
PIWO,C,3,4,E,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
YBCU,C,2,5,E,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
PASSERINE SP. ,C,2,6,N,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
NOBO,S,3,6,S,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
COYE,S,1,9,S,1,M-2,2024-04-28,1,SPRING,2,0,0,7:29,62,
EATO,S,1,0,E,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
EATO,C,1,0,N,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
RHWO,C,2,0,N,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
AMCR,C,2,0,S,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
TUTI,S,2,0,S,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
BLJA,C,2,0,E,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
BLGR,S,1,0,S,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
COYE,S,2,1,W,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
NOMO,S,1,0,N,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
AMCR,S,2,2,N,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
MODO,S,2,2,E,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
NOCA,S,2,2,S,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
RHWO,X,2,4,E,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
NOBO,C,1,5,N,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
GCFL,C,2,5,E,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
FICR,C,3,6,W,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
PIWO,C,3,7,W,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
CGDO,S,1,7,E,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
CARW,S,2,9,S,1,T-16,2024-05-04,2,SPRING,1,1,1,7:54,69,
GCFL,C,2,0,E,1,T-16,2024-04-27,1,SPRING,2,3,2,10:02,75,
NOCA,S,1,0,E,1,T-16,2024-04-27,1,SPRING,2,3,2,10:02,75,
EATO,C,2,0,N,1,T-16,2024-04-27,1,SPRING,2,3,2,10:02,75,
CARW,C,2,0,E,1,T-16,2024-04-27,1,SPRING,2,3,2,10:02,75,
EATO,C,1,1,S,1,T-16,2024-04-27,1,SPRING,2,3,2,10:02,75,
RSHA,C,2,2,S,1,T-16,2024-04-27,1,SPRING,2,3,2,10:02,75,
TUVU,X,2,4,S,1,T-16,2024-04-27,1,SPRING,2,3,2,10:02,75,
WEVI,S,1,7,E,1,T-16,2024-04-27,1,SPRING,2,3,2,10:02,75,
PIWO,C,2,8,S,1,T-16,2024-04-27,1,SPRING,2,3,2,10:02,75,
BLVU,X,3,8,W,1,T-16,2024-04-27,1,SPRING,2,3,2,10:02,75,
AMCR,C,1,0,N,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
EATO,S,1,0,E,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
BLGR,S,1,0,E,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
TUTI,C,2,0,S,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
GCFL,C,2,0,W,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
AMCR,C,3,0,S,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
RBWO,C,2,0,E,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
NOBO,S,2,1,S,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
INBU,S,1,1,S,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
CARW,S,2,1,W,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
COYE,S,2,3,N,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
MODO,S,3,3,E,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
NOCA,S,1,3,S,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
DOWO,C,1,4,W,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
PIWO,C,3,4,E,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
WEVI,S,1,5,W,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
PUMA,S,2,6,S,1,T-19,2024-05-04,2,SPRING,1,0,1,7:17,67,
BACS,S,1,0,N,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
BLGR,S,1,0,E,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
COYE,S,2,0,W,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
RSHA,C,3,0,W,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
COYE,S,1,1,E,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
RBWO,C,2,1,W,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
AMCR,C,2,1,W,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
GCFL,C,2,1,W,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
BLGR,S,2,2,S,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
WEVI,S,1,3,S,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
FICR,C,2,4,N,3,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
TUTI,S,2,5,S,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
TUVU,X,2,5,W,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
CARW,S,2,5,W,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
EATO,C,2,8,N,1,T-19,2024-04-27,1,SPRING,1,3,0,8:54,71,
CARW,S,2,0,W,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
CARW,S,2,0,E,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
FICR,C,2,0,E,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
GCFL,C,2,0,E,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
GCFL,C,2,0,W,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
BLGR,S,2,0,E,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
AMCR,C,2,0,S,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
COYE,S,2,0,W,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
EATO,S,2,0,S,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
BLGR,S,2,0,S,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
MODO,S,2,1,S,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
NOCA,S,2,1,E,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
PIWO,C,2,1,W,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
TUTI,S,2,2,S,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
WEBI,S,2,3,E,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
RBWO,C,2,6,E,1,T-22,2024-05-04,2,SPRING,1,0,1,6:51,66,
CARW,S,2,0,E,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
GCFL,C,2,0,S,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
WEVI,S,2,0,E,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
NOCA,S,2,0,N,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
CARW,S,2,0,W,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
COYE,S,2,0,W,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
FICR,C,2,1,S,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
AMCR,C,2,1,E,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
EATO,C,1,1,E,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
EATO,C,1,1,S,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
TUTI,S,2,2,S,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
RBWO,C,2,2,E,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
NOBO,S,1,7,E,1,T-22,2024-04-27,1,SPRING,1,2,0,9:16,72,
EATO,C,1,0,E,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
EATO,C,1,0,E,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
CARW,S,2,0,N,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
RSHA,C,3,0,S,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
CARW,S,3,0,E,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
CARW,S,2,1,S,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
WEVI,S,2,1,E,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
YBCU,C,2,2,S,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
LAGU,C,2,2,S,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
TUVU,X,3,3,N,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
BLVU,X,3,4,E,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
EAME,S,3,6,N,1,M-11,2024-04-28,1,SPRING,1,3,1,10:20,72,
CARW,S,2,0,W,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
EATO,S,2,0,N,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
CONI,C,3,0,W,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
MODO,S,3,0,E,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
NOCA,S,2,0,W,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
AMCR,C,3,1,S,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
NOBO,S,2,1,N,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
EABL,C,2,2,N,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
PIWA,S,3,2,E,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
INBU,S,2,3,N,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
PASSERINE SP.,C,0,3,N,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
WITU,C,3,3,S,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
CARW,S,3,4,S,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
NOMO,S,3,4,W,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
COYE,C,2,5,E,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
WEVI,S,3,8,N,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
NOBO,S,3,8,N,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
FICR,C,3,8,S,1,M-11,2024-05-05,2,SPRING,1,0,3,6:59,66,
