sp_code,how,dist,min,count,dir,sex,e_dist,e_time,visit,date,start_time,obs,site,temp,noise,sky,wind,lat,long,comments,aru,site_number,average_shrubs,average_robel
COGR,C,3,1,3,,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
COGR,C,1,1,1,NW,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
CARW,S,2,2,1,NW,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
NOBO,S,3,2,1,S,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
BLGR,S,3,3,1,NE,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
WEVI,S,3,3,1,NE,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
NOBO,S,2,3,1,NE,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
CARW,S,3,4,1,NE,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
COGR,X,,6,2,,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
MODO,X,,8,2,,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
RBWO,C,3,8,1,NW,,,,4,6/4/23,8:38 AM,MN,M-7,71,1,2,2,31.016661,-81.972875,,SMA10448,10,1,9.46875
NOMO,S,3,0,1,SE,,253,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
CARW,S,3,0,1,E,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
NOBO,S,3,0,1,SE,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
AMCR,C,3,0,1,NE,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
PIWA,S,3,0,1,NE,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
CARW,S,3,1,1,N,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
CARW,S,3,1,1,NW,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
COGR,X,3,2,1,,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
BACS,S,3,4,1,W,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
WEVI,S,3,4,1,N,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
NOBO,S,3,4,1,NW,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
NOBO,S,3,6,1,SE,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
EABL,C,3,6,1,W,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
PIWO,C,3,6,1,E,,,,4,6/4/23,9:08 AM,MN,M-9,72,0,2,2,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
NOMO,S,2,0,1,SNW,,,,4,6/4/23,9:58 AM,MN,M-12,74,2,1,2,31.01058,-81.968782,,SMA10452,4,0.75,8.59375
BACS,S,3,0,1,N,,,,4,6/4/23,9:58 AM,MN,M-12,74,2,1,2,31.01058,-81.968782,,SMA10452,4,0.75,8.59375
NOBO,S,2,0,1,NE,,,,4,6/4/23,9:58 AM,MN,M-12,74,2,1,2,31.01058,-81.968782,,SMA10452,4,0.75,8.59375
NOBO,S,3,0,1,W,,,,4,6/4/23,9:58 AM,MN,M-12,74,2,1,2,31.01058,-81.968782,,SMA10452,4,0.75,8.59375
AMCR,C,3,2,1,NW,,,,4,6/4/23,9:58 AM,MN,M-12,74,2,1,2,31.01058,-81.968782,,SMA10452,4,0.75,8.59375
NOBO,S,2,3,1,NW,,,,4,6/4/23,9:58 AM,MN,M-12,74,2,1,2,31.01058,-81.968782,,SMA10452,4,0.75,8.59375
BRTH,X,0,4,2,NW,,20,,4,6/4/23,9:58 AM,MN,M-12,74,2,1,2,31.01058,-81.968782,,SMA10452,4,0.75,8.59375
BLGR,S,3,4,1,NE,,,,4,6/4/23,9:58 AM,MN,M-12,74,2,1,2,31.01058,-81.968782,,SMA10452,4,0.75,8.59375
NOMO,S,3,5,1,SE,,,,4,6/4/23,9:58 AM,MN,M-12,74,2,1,2,31.01058,-81.968782,,SMA10452,4,0.75,8.59375
BLGR,S,1,6,1,S,,,,4,6/4/23,9:58 AM,MN,M-12,74,2,1,2,31.01058,-81.968782,,SMA10452,4,0.75,8.59375
EATO,S,2,0,1,NW,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
EATO,S,0,0,1,SE,,18,6:09:00,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
CARW,S,2,0,1,NE,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
CARW,S,1,0,1,SE,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
MODO,S,3,1,1,E,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
NOCA,C,2,1,1,SE,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
AMCR,C,3,2,1,NW,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
EATO,S,2,2,1,W,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
CWWI,S,3,2,1,NE,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
NOCA,S,2,3,1,NE,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
COYE,S,3,6,1,W,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
WEVI,S,2,7,1,E,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
GCFL,C,3,8,1,W,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
BACS,S,3,9,1,NW,,,,4,6/5/23,6:05 AM,MN,T-10,63,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
NOBO,S,3,0,1,SE,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
GCFL,C,3,0,1,NE,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
AMCR,C,3,0,1,N,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
COYE,S,2,0,1,NE,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
CARW,S,3,0,1,N,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
EATO,C,3,1,1,N,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
EATO,C,3,1,1,W,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
WEVI,C,2,1,1,E,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
CONI,C,3,1,1,NE,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
RHWO,C,3,1,1,N,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
FICR,C,3,2,1,NE,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
EATO,S,2,2,1,E,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
CARW,S,3,3,1,NE,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
YBCU,S,3,4,1,NW,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
NOCA,S,2,5,1,E,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
NOCA,S,3,6,1,NW,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
BLGR,S,3,8,1,SW,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
RBWO,C,2,9,1,SW,,,,3,6/1/23,6:48 AM,DW,T-22,68,2,3,2,31.063127,-81.955031,,SMA10417,25,1.5,7.78125
NOCA,S,3,0,1,E,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
EATO,S,3,0,1,NE,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
WEVI,S,3,0,1,NE,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
COYE,S,2,0,1,NE,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
BLGR,S,2,0,1,NE,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
AMCR,C,3,0,1,W,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
EATO,C,3,0,1,W,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
EABL,C,3,1,1,NE,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
FICR,C,3,1,1,NE,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
CARW,S,3,1,1,E,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
EABL,S,1,3,1,NE,,42,7:10:33,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
BACS,S,3,4,1,W,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
GCFL,S,3,5,1,NE,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
BRTH,S,2,7,1,NE,,,,3,6/1/23,7:07 AM,DW,T-20,70,2,3,2,31.060411,-81.955798,,SMA10451,23,1.25,7.46875
AMCR,C,3,0,3,NW,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
CARW,S,3,0,1,N,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
BACS,S,3,0,1,NE,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
WEVI,S,2,0,1,NW,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
PIWA,S,3,0,1,W,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
BLJA,C,3,0,1,W,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
COYE,S,2,0,1,E,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
EATO,S,3,0,1,N,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
EATO,C,3,1,1,E,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
CARW,S,3,2,1,E,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
WEVI,S,2,3,1,E,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
BLGR,S,3,4,1,NE,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
COGR,C,3,5,1,SE,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
NOBO,C,3,6,1,N,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
NOBO,C,2,6,1,NE,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
CARW,S,3,7,1,N,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
NOCA,S,3,7,1,N,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
RSHA,C,3,8,1,W,,,,3,6/1/23,7:33 AM,DW,T-19,69,1,3,2,31.060222,-81.959054,,SMA10471,21,0.5,7.875
CARW,S,3,0,1,E,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
CARW,S,3,0,1,W,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
COYE,S,2,0,1,W,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
AMCR,C,3,0,2,NW,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
NOCA,S,3,0,1,NE,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
RSHA,C,3,1,1,E,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
NOBO,S,3,1,1,NE,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
MODO,S,3,1,1,SE,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
EATO,C,3,1,1,NW,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
EATO,S,2,1,1,NE,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
CARW,S,3,2,1,E,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
WEVI,S,2,2,1,NE,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
PIWA,S,3,2,1,NW,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
RBWO,C,3,2,1,NE,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
BACS,S,3,3,1,N,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
PIWO,C,3,3,1,SE,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
PIWO,C,3,3,1,SE,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
TUTI,S,3,5,1,NE,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
BLGR,S,3,5,1,SE,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
NOCA,S,3,6,1,W,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
FICR,C,3,6,1,W,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
NOMO,S,3,7,1,S,,,,3,6/1/23,7:55 AM,DW,T-18,69,2,3,2,31.057842,-81.957241,,SMA10458,20,1,13.875
NOBO,S,3,0,1,S,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
BLGR,S,3,0,1,NE,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
EATO,C,3,0,1,N,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
EATO,S,2,0,1,W,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
NOCA,S,3,0,1,E,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
FICR,C,3,0,1,NE,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
CGDO,S,3,1,1,E,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
WEVI,S,3,1,1,NW,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
BLGR,S,3,1,1,SW,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
NOMO,S,3,2,1,SE,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
AMCR,C,3,2,1,E,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
CARW,C,3,3,1,NE,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
CARW,S,3,3,1,SE,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
BLJA,C,3,3,1,NW,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
BLGR,S,2,7,1,W,,90,8:23:00,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
CONI,C,3,8,1,E,,,,3,6/1/23,8:16 AM,DW,T-17,70,2,2,2,31.057456,-81.960633,,SMA10466,19,0,5.6875
NOBO,S,2,0,1,E,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
NOBO,S,3,0,1,SE,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
BLGR,S,2,0,1,SE,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
COGR,S,3,0,1,NW,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
AMCR,X,3,0,1,E,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
GCFL,C,3,0,1,NE,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
RBWO,C,3,2,1,E,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
BLJA,C,3,2,1,SE,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
NOMO,S,3,2,1,E,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
RSHA,C,3,3,1,NW,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
BLGR,S,3,3,1,E,,104,8:47:30,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
CARW,S,3,4,1,E,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
EATO,S,3,5,1,S,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
MODO,C,2,6,2,E,,,,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
NOMO,S,3,8,1,E,,104,8:52:46,3,6/1/23,8:44 AM,DW,T-16,70,3,2,2,31.054705,-81.958432,,SMA10414,18,0.75,6.71875
BACS,S,1,0,1,SE,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
PRAW,S,3,0,1,W,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
COYR,S,2,0,1,NE,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
EATO,S,2,0,1,NE,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
CARW,S,3,1,1,NE,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
EATO,C,3,2,1,N,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
EATO,S,2,3,1,SE,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
CARW,S,3,3,1,E,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
CARW,S,3,3,1,W,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
NOCA,S,3,4,1,SW,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
PIWA,S,3,8,1,SW,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
EATO,C,2,8,1,NE,,,,3,6/1/23,9:30 AM,DW,T-14,70,1,2,1,31.086591,-81.958737,,SMA10469,17,2.5,10.21875
WEVI,S,1,0,1,NE,,,,3,6/1/23,9:58 AM,DW,T-8,74,1,2,1,31.090578,-81.955177,,SMA10424,29,1.333333333,9.5625
EATO,S,1,0,1,NW,,,,3,6/1/23,9:58 AM,DW,T-8,74,1,2,1,31.090578,-81.955177,,SMA10424,29,1.333333333,9.5625
CARW,S,3,0,1,NW,,,,3,6/1/23,9:58 AM,DW,T-8,74,1,2,1,31.090578,-81.955177,,SMA10424,29,1.333333333,9.5625
AMCR,C,3,0,2,SE,,,,3,6/1/23,9:58 AM,DW,T-8,74,1,2,1,31.090578,-81.955177,,SMA10424,29,1.333333333,9.5625
GCFL,C,3,2,1,E,,,,3,6/1/23,9:58 AM,DW,T-8,74,1,2,1,31.090578,-81.955177,,SMA10424,29,1.333333333,9.5625
CARW,S,3,3,1,SE,,,,3,6/1/23,9:58 AM,DW,T-8,74,1,2,1,31.090578,-81.955177,,SMA10424,29,1.333333333,9.5625
NOCA,S,2,3,1,SW,,,,3,6/1/23,9:58 AM,DW,T-8,74,1,2,1,31.090578,-81.955177,,SMA10424,29,1.333333333,9.5625
CARW,S,2,6,1,S,,,,3,6/1/23,9:58 AM,DW,T-8,74,1,2,1,31.090578,-81.955177,,SMA10424,29,1.333333333,9.5625
CONI,C,3,0,1,SE,,,,3,6/2/23,6:05 AM,DW,M-9,64,1,0,1,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
BACS,S,3,0,1,W,,,,3,6/2/23,6:05 AM,DW,M-9,64,1,0,1,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
BLGR,S,3,0,1,NW,,,,3,6/2/23,6:05 AM,DW,M-9,64,1,0,1,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
CARW,S,3,0,1,NE,,,,3,6/2/23,6:05 AM,DW,M-9,64,1,0,1,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
CWWI,S,3,0,1,N,,,,3,6/2/23,6:05 AM,DW,M-9,64,1,0,1,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
CARW,S,3,0,1,NW,,,,3,6/2/23,6:05 AM,DW,M-9,64,1,0,1,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
NOBO,S,3,0,1,N,,,,3,6/2/23,6:05 AM,DW,M-9,64,1,0,1,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
MODO,S,3,1,1,S,,,,3,6/2/23,6:05 AM,DW,M-9,64,1,0,1,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
AMCR,C,3,1,2,NW,,,,3,6/2/23,6:05 AM,DW,M-9,64,1,0,1,31.01451,-81.970853,,SMA10426,12,0.25,4.78125
