start,end,height,cover_type,cover_type_sub,genus,species,site,line,site_line,date
16.01,16.25,4.00,shrub,broadleaf_shrub,Vacciniun,,O-1,L1,O-1L1,2024-06-03
16.85,17.05,6.50,shrub,saw_palmetto,,,O-1,L1,O-1L1,2024-06-03
17.06,17.70,7.00,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
18.20,19.10,7.00,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
19.30,19.90,4.50,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
0.00,1.30,14.50,shrub,broadleaf_shrub,Callicarpa,,R-10,L4,R-10L4,2024-05-31
1.70,4.20,4.50,shrub,broadleaf_shrub,Rubus,,R-10,L4,R-10L4,2024-05-31
5.20,7.90,8.50,shrub,broadleaf_shrub,Callicarpa,,R-10,L4,R-10L4,2024-05-31
7.91,9.20,10.00,shrub,saw_palmetto,,,R-10,L4,R-10L4,2024-05-31
11.60,12.00,3.50,grass,bluestem,,,R-10,L4,R-10L4,2024-05-31
13.10,13.45,5.00,grass,bluestem,,,R-10,L4,R-10L4,2024-05-31
13.65,13.90,2.50,shrub,broadleaf_shrub,Rubus,,R-10,L4,R-10L4,2024-05-31
15.80,17.60,10.05,shrub,broadleaf_shrub,Callicarpa,,R-10,L4,R-10L4,2024-05-31
17.61,18.50,1.50,forb,forb_vine,,,R-10,L4,R-10L4,2024-05-31
18.51,19.70,7.50,shrub,broadleaf_shrub,Rubus,,R-10,L4,R-10L4,2024-05-31
0.50,1.40,11.00,shrub,broadleaf_shrub,Callicarpa,,R-10,L3,R-10L3,2024-05-31
1.50,2.00,9.00,shrub,broadleaf_shrub,Rubus,,R-10,L3,R-10L3,2024-05-31
2.20,2.50,3.00,grass,bluestem,,,R-10,L3,R-10L3,2024-05-31
2.51,2.95,9.00,shrub,broadleaf_shrub,Rubus,,R-10,L3,R-10L3,2024-05-31
3.00,4.10,9.50,shrub,broadleaf_shrub,Callicarpa,,R-10,L3,R-10L3,2024-05-31
4.11,4.40,8.50,shrub,broadleaf_shrub,Rubus,,R-10,L3,R-10L3,2024-05-31
5.00,6.00,6.50,shrub,broadleaf_shrub,Rubus,,R-10,L3,R-10L3,2024-05-31
6.01,6.70,15.00,shrub,broadleaf_shrub,Callicarpa,,R-10,L3,R-10L3,2024-05-31
6.71,10.00,8.00,shrub,broadleaf_shrub,Rubus,,R-10,L3,R-10L3,2024-05-31
10.00,10.40,10.00,forb,forb_other,,,R-10,L3,R-10L3,2024-05-31
10.41,11.50,10.00,shrub,broadleaf_shrub,Callicarpa,,R-10,L3,R-10L3,2024-05-31
12.10,13.40,11.00,shrub,broadleaf_shrub,Callicarpa,,R-10,L3,R-10L3,2024-05-31
14.90,15.10,3.00,shrub,broadleaf_shrub,Rubus,,R-10,L3,R-10L3,2024-05-31
15.11,15.50,3.00,grass,bluestem,,,R-10,L3,R-10L3,2024-05-31
15.51,15.90,2.00,grass,grass_other,,,R-10,L3,R-10L3,2024-05-31
15.91,16.30,3.00,shrub,broadleaf_shrub,Rubus,,R-10,L3,R-10L3,2024-05-31
16.31,17.00,5.50,grass,bluestem,,,R-10,L3,R-10L3,2024-05-31
17.80,18.60,8.50,shrub,broadleaf_shrub,Callicarpa,,R-10,L3,R-10L3,2024-05-31
18.90,19.20,3.00,shrub,broadleaf_shrub,Rubus,,R-10,L3,R-10L3,2024-05-31
19.40,20.00,8.00,shrub,broadleaf_shrub,Rubus,,R-10,L3,R-10L3,2024-05-31
0.00,1.70,5.00,shrub,broadleaf_shrub,Rubus/Callicarpa,,R-10,L2,R-10L2,2024-05-31
2.30,3.40,9.00,shrub,broadleaf_shrub,Rubus,,R-10,L2,R-10L2,2024-05-31
3.50,4.20,6.00,shrub,broadleaf_shrub,Rubus,,R-10,L2,R-10L2,2024-05-31
4.40,4.95,5.50,shrub,broadleaf_shrub,Rubus,,R-10,L2,R-10L2,2024-05-31
5.10,5.40,4.00,shrub,broadleaf_shrub,Rubus,,R-10,L2,R-10L2,2024-05-31
7.80,8.10,5.50,shrub,broadleaf_shrub,Rubus,,R-10,L2,R-10L2,2024-05-31
11.60,12.55,11.00,shrub,broadleaf_shrub,Callicarpa,,R-10,L2,R-10L2,2024-05-31
16.10,16.45,4.00,shrub,broadleaf_shrub,Rubus,,R-10,L2,R-10L2,2024-05-31
18.40,18.60,4.50,shrub,broadleaf_shrub,Rubus/Callicarpa,,R-10,L2,R-10L2,2024-05-31
19.10,19.40,4.00,shrub,broadleaf_shrub,Callicarpa,,R-10,L2,R-10L2,2024-05-31
1.20,1.80,2.00,forb,forb_vine,Stylisma ,,R-10,L1,R-10L1,2024-05-31
1.85,2.20,7.00,shrub,broadleaf_shrub,Callicarpa,,R-10,L1,R-10L1,2024-05-31
2.80,3.70,6.00,shrub,broadleaf_shrub,Rubus/Callicarpa,,R-10,L1,R-10L1,2024-05-31
4.00,5.30,4.00,shrub,broadleaf_shrub,Rubus,,R-10,L1,R-10L1,2024-05-31
5.70,6.50,3.00,forb,forb_other,,,R-10,L1,R-10L1,2024-05-31
7.20,7.90,1.00,forb,forb_vine,,,R-10,L1,R-10L1,2024-05-31
8.75,9.20,6.00,shrub,broadleaf_shrub,Callicarpa,,R-10,L1,R-10L1,2024-05-31
9.55,9.90,1.50,forb,forb_vine,,,R-10,L1,R-10L1,2024-05-31
9.91,10.20,4.50,shrub,broadleaf_shrub,Callicarpa,,R-10,L1,R-10L1,2024-05-31
10.40,10.60,1.50,forb,forb_other,,,R-10,L1,R-10L1,2024-05-31
10.70,11.90,5.50,shrub,broadleaf_shrub,Rubus,,R-10,L1,R-10L1,2024-05-31
13.00,13.70,8.00,shrub,broadleaf_shrub,Callicarpa,,R-10,L1,R-10L1,2024-05-31
13.71,14.50,8.00,shrub,broadleaf_shrub,Rubus,,R-10,L1,R-10L1,2024-05-31
14.51,14.80,1.00,forb,forb_vine,,,R-10,L1,R-10L1,2024-05-31
14.81,15.05,6.00,shrub,broadleaf_shrub,Rubus,,R-10,L1,R-10L1,2024-05-31
15.30,15.95,8.00,shrub,broadleaf_shrub,Rubus,,R-10,L1,R-10L1,2024-05-31
16.35,18.60,11.00,shrub,broadleaf_shrub,Callicarpa,,R-10,L1,R-10L1,2024-05-31
18.61,18.90,8.00,shrub,broadleaf_shrub,Rubus,,R-10,L1,R-10L1,2024-05-31
18.91,20.00,5.00,shrub,broadleaf_shrub,Rubus/Callicarpa ,being taken over by Stylisma ,R-10,L1,R-10L1,2024-05-31
0.70,1.00,5.50,grass,bluestem,,,M-11,L4,M-11L4,2024-05-30
1.01,1.30,6.00,grass,grass_other,,,M-11,L4,M-11L4,2024-05-30
1.50,1.85,2.00,grass,grass_other,,,M-11,L4,M-11L4,2024-05-30
1.86,2.40,9.50,forb,forb_other,,,M-11,L4,M-11L4,2024-05-30
2.41,2.75,2.00,grass,grass_other,,,M-11,L4,M-11L4,2024-05-30
2.76,3.00,2.50,grass,bluestem,,,M-11,L4,M-11L4,2024-05-30
3.01,3.40,2.00,grass,grass_other,,,M-11,L4,M-11L4,2024-05-30
3.41,4.10,11.00,forb,forb_other,,,M-11,L4,M-11L4,2024-05-30
4.11,5.00,7.00,grass,bluestem,,,M-11,L4,M-11L4,2024-05-30
6.00,6.90,14.00,conifer,pine,,,M-11,L4,M-11L4,2024-05-30
7.05,7.55,6.50,grass,bluestem,,,M-11,L4,M-11L4,2024-05-30
8.00,11.70,4.00,grass,grass_other,,,M-11,L4,M-11L4,2024-05-30
12.70,13.20,5.00,grass,bluestem,,,M-11,L4,M-11L4,2024-05-30
13.60,14.40,2.00,grass,grass_other,,,M-11,L4,M-11L4,2024-05-30
14.41,14.80,14.00,conifer,pine,,,M-11,L4,M-11L4,2024-05-30
15.30,15.90,5.00,grass,bluestem,,,M-11,L4,M-11L4,2024-05-30
16.10,20.00,2.00,grass,grass_other,,,M-11,L4,M-11L4,2024-05-30
0.00,0.30,3.00,grass,grass_other,,,M-11,L3,M-11L3,2024-05-30
1.65,2.15,5.50,grass,bluestem,,,M-11,L3,M-11L3,2024-05-30
2.16,4.40,2.50,grass,grass_other,,,M-11,L3,M-11L3,2024-05-30
4.70,5.10,3.50,grass,bluestem,,,M-11,L3,M-11L3,2024-05-30
5.15,6.00,2.00,grass,grass_other,,,M-11,L3,M-11L3,2024-05-30
6.10,6.60,5.00,grass,bluestem,,,M-11,L3,M-11L3,2024-05-30
6.80,7.30,3.50,forb,forb_other,,,M-11,L3,M-11L3,2024-05-30
7.70,11.90,3.00,grass,grass_other,,,M-11,L3,M-11L3,2024-05-30
11.91,12.40,3.00,grass,bluestem,,,M-11,L3,M-11L3,2024-05-30
12.50,13.90,5.00,grass,grass_other,,,M-11,L3,M-11L3,2024-05-30
14.00,14.40,5.00,grass,bluestem,,,M-11,L3,M-11L3,2024-05-30
14.50,16.30,2.50,grass,grass_other,,,M-11,L3,M-11L3,2024-05-30
16.35,16.70,7.50,forb,forb_other,,,M-11,L3,M-11L3,2024-05-30
16.71,17.55,3.00,grass,grass_other,,,M-11,L3,M-11L3,2024-05-30
17.56,17.80,5.00,grass,bluestem,,,M-11,L3,M-11L3,2024-05-30
18.60,19.10,12.00,forb,forb_other,,,M-11,L3,M-11L3,2024-05-30
19.11,20.00,2.50,grass,grass_other,,,M-11,L3,M-11L3,2024-05-30
0.00,0.80,5.00,grass,bluestem,,,M-11,L2,M-11L2,2024-05-30
0.81,3.30,3.00,grass/forb,grass_other,Dianthlemoum/rhexia,,M-11,L2,M-11L2,2024-05-30
4.45,4.75,5.00,grass,bluestem,,,M-11,L2,M-11L2,2024-05-30
4.76,5.30,2.00,grass,grass_other,,,M-11,L2,M-11L2,2024-05-30
6.40,9.30,3.00,grass,grass_other,,,M-11,L2,M-11L2,2024-05-30
10.00,10.40,3.00,forb,forb_other,,,M-11,L2,M-11L2,2024-05-30
10.45,10.75,2.00,grass,grass_other,,,M-11,L2,M-11L2,2024-05-30
10.90,11.55,1.50,grass,grass_other,,,M-11,L2,M-11L2,2024-05-30
12.60,16.40,3.00,grass,grass_other,,,M-11,L2,M-11L2,2024-05-30
16.50,18.20,4.00,grass,bluestem,,,M-11,L2,M-11L2,2024-05-30
18.80,19.20,5.00,grass,bluestem,,,M-11,L2,M-11L2,2024-05-30
19.40,20.00,2.50,grass,grass_other,,,M-11,L2,M-11L2,2024-05-30
0.90,1.20,20.00,conifer,pine,,,M-11,L1,M-11L1,2024-05-30
2.10,2.80,3.00,grass,grass_other,,,M-11,L1,M-11L1,2024-05-30
2.81,3.05,4.00,grass,bluestem,,,M-11,L1,M-11L1,2024-05-30
3.06,3.50,3.00,grass,grass_other,,,M-11,L1,M-11L1,2024-05-30
3.51,3.75,2.50,grass,bluestem,,,M-11,L1,M-11L1,2024-05-30
3.76,8.30,2.00,grass,grass_other,,,M-11,L1,M-11L1,2024-05-30
8.31,9.10,6.00,grass,bluestem,,,M-11,L1,M-11L1,2024-05-30
9.95,10.40,2.00,grass,grass_other,,,M-11,L1,M-11L1,2024-05-30
10.90,11.25,3.00,grass,grass_other,,,M-11,L1,M-11L1,2024-05-30
11.26,11.60,6.50,grass,bluestem,,,M-11,L1,M-11L1,2024-05-30
11.61,14.35,3.00,grass,grass_other,,,M-11,L1,M-11L1,2024-05-30
14.60,16.30,2.50,grass,grass_other,,,M-11,L1,M-11L1,2024-05-30
18.90,19.40,3.00,grass,grass_other,,,M-11,L1,M-11L1,2024-05-30
19.70,20.00,2.00,grass,grass_other,,,M-11,L1,M-11L1,2024-05-30
1.40,2.60,5.00,forb,forb_other,,,T-16,L4,T-16L4,2024-05-30
2.61,3.40,3.00,shrub,broadleaf_vine,,,T-16,L4,T-16L4,2024-05-30
3.41,4.05,6.00,forb,fern,,,T-16,L4,T-16L4,2024-05-30
4.10,5.40,9.50,shrub,broadleaf_shrub,Illex,,T-16,L4,T-16L4,2024-05-30
6.00,6.30,6.00,forb,fern,,,T-16,L4,T-16L4,2024-05-30
6.31,7.10,6.00,grass,bluestem,,,T-16,L4,T-16L4,2024-05-30
7.00,9.10,8.00,forb,fern,,,T-16,L4,T-16L4,2024-05-30
9.20,10.10,5.00,forb,fern,,,T-16,L4,T-16L4,2024-05-30
11.10,12.00,6.00,forb,fern,,,T-16,L4,T-16L4,2024-05-30
12.30,12.80,7.00,shrub,broadleaf_shrub,Illex,,T-16,L4,T-16L4,2024-05-30
13.35,13.80,6.00,forb,fern,,,T-16,L4,T-16L4,2024-05-30
14.20,15.80,6.00,grass,bluestem,,,T-16,L4,T-16L4,2024-05-30
16.50,17.10,5.00,forb,fern,,,T-16,L4,T-16L4,2024-05-30
17.11,18.00,18.00,conifer,pine,,,T-16,L4,T-16L4,2024-05-30
19.35,20.00,12.00,shrub,broadleaf_shrub,Illex,,T-16,L4,T-16L4,2024-05-30
0.90,1.40,2.00,grass,grass_other,,,T-16,L3,T-16L3,2024-05-30
1.45,1.70,5.00,shrub,broadleaf_shrub,Illex,,T-16,L3,T-16L3,2024-05-30
1.80,3.60,5.50,forb,fern,,,T-16,L3,T-16L3,2024-05-30
3.70,4.00,4.50,forb,fern,,,T-16,L3,T-16L3,2024-05-30
4.30,4.80,7.00,forb,fern,,,T-16,L3,T-16L3,2024-05-30
4.81,6.30,22.00,conifer,pine,,,T-16,L3,T-16L3,2024-05-30
6.80,7.10,6.00,grass,bluestem,,,T-16,L3,T-16L3,2024-05-30
8.60,10.20,7.00,forb,fern,,,T-16,L3,T-16L3,2024-05-30
10.40,11.60,7.50,forb,fern,,,T-16,L3,T-16L3,2024-05-30
12.05,12.90,6.00,forb,fern,,,T-16,L3,T-16L3,2024-05-30
12.91,13.30,14.00,conifer,pine,,,T-16,L3,T-16L3,2024-05-30
13.60,15.20,6.00,forb,fern,,,T-16,L3,T-16L3,2024-05-30
15.30,15.95,7.00,forb,fern,,,T-16,L3,T-16L3,2024-05-30
16.40,17.10,7.00,forb,fern,,,T-16,L3,T-16L3,2024-05-30
17.60,18.30,6.00,forb,fern,,,T-16,L3,T-16L3,2024-05-30
18.70,19.70,6.00,forb,fern,,,T-16,L3,T-16L3,2024-05-30
0.40,0.80,5.00,forb,fern,,,T-16,L2,T-16L2,2024-05-30
1.10,1.90,4.50,grass,grass_other,,,T-16,L2,T-16L2,2024-05-30
1.91,2.55,4.50,forb,fern,,,T-16,L2,T-16L2,2024-05-30
2.75,3.80,6.50,forb,fern,,,T-16,L2,T-16L2,2024-05-30
3.81,4.30,7.00,shrub,broadleaf_shrub,Illex,,T-16,L2,T-16L2,2024-05-30
4.31,4.90,7.00,forb,fern,,,T-16,L2,T-16L2,2024-05-30
5.30,6.30,20.00,conifer,pine,,,T-16,L2,T-16L2,2024-05-30
6.80,7.20,1.50,shrub,broadleaf_vine,,,T-16,L2,T-16L2,2024-05-30
7.30,7.60,4.50,grass,bluestem,,,T-16,L2,T-16L2,2024-05-30
8.20,9.65,6.00,forb,fern,,,T-16,L2,T-16L2,2024-05-30
9.70,9.95,4.50,forb,fern,,,T-16,L2,T-16L2,2024-05-30
9.96,10.65,6.00,grass,bluestem,,,T-16,L2,T-16L2,2024-05-30
10.80,11.10,4.00,grass,grass_other,,,T-16,L2,T-16L2,2024-05-30
12.90,15.55,7.00,forb,fern,,,T-16,L2,T-16L2,2024-05-30
15.70,16.00,4.50,forb,fern,,,T-16,L2,T-16L2,2024-05-30
16.30,16.80,3.50,forb,fern,,,T-16,L2,T-16L2,2024-05-30
17.60,18.55,5.00,grass,bluestem,,,T-16,L2,T-16L2,2024-05-30
18.56,18.95,6.50,forb,fern,,,T-16,L2,T-16L2,2024-05-30
19.45,20.00,6.00,forb,fern,,,T-16,L2,T-16L2,2024-05-30
0.80,1.10,5.00,forb,forb_other,,,T-16,L1,T-16L1,2024-05-30
1.20,2.40,6.00,forb,fern,,,T-16,L1,T-16L1,2024-05-30
2.80,3.20,3.50,shrub,broadleaf_vine,,,T-16,L1,T-16L1,2024-05-30
3.35,3.95,5.00,forb,fern,,,T-16,L1,T-16L1,2024-05-30
4.30,5.10,5.00,forb,fern,,,T-16,L1,T-16L1,2024-05-30
5.11,6.30,14.00,confier,pine,,,T-16,L1,T-16L1,2024-05-30
6.60,8.15,8.00,forb,fern,,,T-16,L1,T-16L1,2024-05-30
9.00,9.40,5.50,grass,bluestem,,,T-16,L1,T-16L1,2024-05-30
9.41,9.80,4.50,forb,forb_other,,,T-16,L1,T-16L1,2024-05-30
10.00,10.60,16.00,confier,pine,,,T-16,L1,T-16L1,2024-05-30
10.61,11.40,1.50,shrub,broadleaf_vine,,,T-16,L1,T-16L1,2024-05-30
11.50,12.40,7.00,forb,fern,,,T-16,L1,T-16L1,2024-05-30
12.41,12.80,4.50,grass,bluestem,,,T-16,L1,T-16L1,2024-05-30
12.81,13.50,5.50,forb,fern,,,T-16,L1,T-16L1,2024-05-30
14.00,14.30,6.00,forb,fern,,,T-16,L1,T-16L1,2024-05-30
14.40,14.80,8.50,forb,fern,,,T-16,L1,T-16L1,2024-05-30
14.90,15.30,6.00,forb,fern,,,T-16,L1,T-16L1,2024-05-30
15.35,15.80,20.00,confier,pine,,,T-16,L1,T-16L1,2024-05-30
15.81,17.10,5.50,forb,fern,,,T-16,L1,T-16L1,2024-05-30
17.20,17.80,5.00,forb,fern,,,T-16,L1,T-16L1,2024-05-30
17.85,18.50,8.00,shrub,broadleaf_vine,,,T-16,L1,T-16L1,2024-05-30
18.51,19.00,6.00,shrub,broadleaf_shrub,Illex,,T-16,L1,T-16L1,2024-05-30
19.01,19.40,5.50,forb,fern,,,T-16,L1,T-16L1,2024-05-30
19.60,20.00,7.00,grass,bluestem,,,T-16,L1,T-16L1,2024-05-30
0.30,0.60,3.00,grass,bluestem,,,T-22,L4,T-22L4,2024-05-29
1.90,2.50,5.00,grass,grass_other,,,T-22,L4,T-22L4,2024-05-29
2.80,3.20,5.00,grass,grass_other,,,T-22,L4,T-22L4,2024-05-29
4.05,4.45,3.00,forb,forb_other,,,T-22,L4,T-22L4,2024-05-29
4.80,5.20,5.00,grass,grass_other,,,T-22,L4,T-22L4,2024-05-29
7.70,8.20,4.00,grass,bluestem,,,T-22,L4,T-22L4,2024-05-29
8.21,9.70,3.00,forb,forb_other,,,T-22,L4,T-22L4,2024-05-29
9.71,10.30,6.00,grass,bluestem,,,T-22,L4,T-22L4,2024-05-29
10.35,11.20,9.00,shrub,broadleaf_shrub,Illex,,T-22,L4,T-22L4,2024-05-29
16.10,16.55,5.00,grass,bluestem,,,T-22,L4,T-22L4,2024-05-29
16.90,17.30,4.00,grass,bluestem,,,T-22,L4,T-22L4,2024-05-29
17.31,18.10,3.50,forb,forb_other,,,T-22,L4,T-22L4,2024-05-29
18.11,18.50,4.00,grass,bluestem,,,T-22,L4,T-22L4,2024-05-29
0.60,0.90,2.00,forb,forb_other,,,T-22,L3,T-22L3,2024-05-29
1.85,2.40,5.00,grass,grass_other,,,T-22,L3,T-22L3,2024-05-29
2.60,3.20,8.00,shrub,broadleaf_shrub,Rubus,,T-22,L3,T-22L3,2024-05-29
5.65,6.30,6.00,grass,grass_other,,,T-22,L3,T-22L3,2024-05-29
6.40,6.70,5.00,shrub,broadleaf_shrub,Hypericum,,T-22,L3,T-22L3,2024-05-29
7.00,8.20,4.00,forb,forb_other,,,T-22,L3,T-22L3,2024-05-29
8.30,8.80,6.50,grass,bluestem,,,T-22,L3,T-22L3,2024-05-29
9.00,9.30,2.00,grass,grass_other,,,T-22,L3,T-22L3,2024-05-29
10.70,11.40,4.00,forb,forb_other,,,T-22,L3,T-22L3,2024-05-29
11.75,12.30,3.00,forb,forb_other,,,T-22,L3,T-22L3,2024-05-29
12.35,13.10,7.00,shrub,broadleaf_shrub,Hypericum,,T-22,L3,T-22L3,2024-05-29
13.80,14.20,12.00,conifer,pine,,,T-22,L3,T-22L3,2024-05-29
14.50,14.70,6.00,shrub,broadleaf_shrub,Hypericum,,T-22,L3,T-22L3,2024-05-29
15.40,16.20,4.50,grass,bluestem,,,T-22,L3,T-22L3,2024-05-29
16.55,17.10,6.00,grass,bluestem,,,T-22,L3,T-22L3,2024-05-29
17.90,18.20,5.00,conifer,pine,,,T-22,L3,T-22L3,2024-05-29
19.60,20.00,3.50,forb,forb_other,,,T-22,L3,T-22L3,2024-05-29
0.00,0.35,2.00,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
0.95,1.50,3.50,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
1.90,2.25,4.00,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
3.10,4.90,3.00,grass,grass_other,,,T-22,L2,T-22L2,2024-05-29
5.10,5.45,4.00,forb,forb_other,,,T-22,L2,T-22L2,2024-05-29
5.80,6.40,3.00,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
6.40,6.60,2.50,forb,forb_other,,,T-22,L2,T-22L2,2024-05-29
6.61,7.20,3.00,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
7.90,8.40,2.00,forb,forb_other,,,T-22,L2,T-22L2,2024-05-29
8.45,9.20,12.00,conifer,pine,,,T-22,L2,T-22L2,2024-05-29
10.50,11.80,4.00,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
12.60,13.10,5.00,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
13.31,13.40,11.00,conifer,pine,,,T-22,L2,T-22L2,2024-05-29
14.60,14.90,6.00,grass,grass_other,,,T-22,L2,T-22L2,2024-05-29
15.00,15.60,5.00,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
15.61,16.05,3.50,forb,forb_other,,,T-22,L2,T-22L2,2024-05-29
16.06,16.70,5.00,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
17.30,18.10,5.00,forb,fern,,,T-22,L2,T-22L2,2024-05-29
18.30,18.90,4.00,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
19.15,19.75,5.00,grass,bluestem,,,T-22,L2,T-22L2,2024-05-29
2.10,2.35,4.00,grass,grass_other,,,T-22,L1,T-22L1,2024-05-29
2.36,2.70,5.00,grass,bluestem,,,T-22,L1,T-22L1,2024-05-29
2.90,4.50,3.00,forb,forb_other,,,T-22,L1,T-22L1,2024-05-29
5.15,5.40,4.50,grass,grass_other,,,T-22,L1,T-22L1,2024-05-29
6.45,6.80,7.00,grass,grass_other,,,T-22,L1,T-22L1,2024-05-29
7.65,8.60,20.00,conifer,pine,,,T-22,L1,T-22L1,2024-05-29
9.50,9.90,5.00,shrub,broadleaf_shrub,Hypericum,,T-22,L1,T-22L1,2024-05-29
10.30,10.60,4.50,grass,grass_other,,,T-22,L1,T-22L1,2024-05-29
11.50,11.90,4.00,forb,forb_other,,,T-22,L1,T-22L1,2024-05-29
12.10,12.35,4.00,grass,bluestem,,,T-22,L1,T-22L1,2024-05-29
12.40,13.00,2.00,forb,forb_other,,,T-22,L1,T-22L1,2024-05-29
13.10,13.70,3.50,forb,forb_other,,,T-22,L1,T-22L1,2024-05-29
13.90,14.15,4.00,grass,bluestem,,,T-22,L1,T-22L1,2024-05-29
14.50,14.90,4.00,forb,forb_other,,,T-22,L1,T-22L1,2024-05-29
16.40,17.00,15.00,conifer,pine,,,T-22,L1,T-22L1,2024-05-29
18.55,18.75,3.00,grass,grass_other,,,T-22,L1,T-22L1,2024-05-29
1.20,1.90,4.50,shrub,broadleaf_shrub,Illex,,R-2,L4,R-2L4,2024-05-24
2.45,3.40,5.00,shrub,broadleaf_shrub,Illex,,R-2,L4,R-2L4,2024-05-24
3.41,7.20,11.05,shrub,saw_palmetto,,,R-2,L4,R-2L4,2024-05-24
7.25,7.90,6.50,shrub,broadleaf_shrub,Illex,,R-2,L4,R-2L4,2024-05-24
8.25,8.95,15.50,shrub,broadleaf_shrub,Liquidambar,,R-2,L4,R-2L4,2024-05-24
9.10,9.49,8.00,shrub,broadleaf_shrub,Vaccinium,,R-2,L4,R-2L4,2024-05-24
9.50,9.95,6.00,shrub,broadleaf_shrub,Illex,,R-2,L4,R-2L4,2024-05-24
10.40,10.60,5.00,forb,fern,,,R-2,L4,R-2L4,2024-05-24
10.61,11.30,9.00,shrub,broadleaf_shrub,Illex,,R-2,L4,R-2L4,2024-05-24
11.31,12.20,9.00,shrub,saw_palmetto,,,R-2,L4,R-2L4,2024-05-24
12.21,13.30,6.50,shrub,broadleaf_shrub,Illex,,R-2,L4,R-2L4,2024-05-24
13.50,14.10,10.00,shrub,broadleaf_shrub,Illex,,R-2,L4,R-2L4,2024-05-24
14.11,15.40,4.50,shrub,broadleaf_shrub,Vaccinium,,R-2,L4,R-2L4,2024-05-24
15.50,16.10,6.00,shrub,broadleaf_shrub,Illex,,R-2,L4,R-2L4,2024-05-24
16.25,17.10,3.00,shrub,broadleaf_shrub,Quercus,,R-2,L4,R-2L4,2024-05-24
17.50,17.70,3.00,shrub,broadleaf_shrub,Quercus/Gaylussacia,,R-2,L4,R-2L4,2024-05-24
17.71,18.10,5.00,shrub,broadleaf_shrub,Illex,,R-2,L4,R-2L4,2024-05-24
18.25,18.90,4.50,shrub,broadleaf_shrub,Illex/Vaccinium,,R-2,L4,R-2L4,2024-05-24
19.00,19.70,10.00,shrub,saw_palmetto,,,R-2,L4,R-2L4,2024-05-24
19.75,20.00,8.00,shrub,broadleaf_shrub,Illex,,R-2,L4,R-2L4,2024-05-24
0.60,2.60,10.05,shrub,broadleaf_shrub,Illex,,R-2,L3,R-2L3,2024-05-24
2.70,3.20,10.05,confier,pine,,,R-2,L3,R-2L3,2024-05-24
3.30,5.95,11.00,shrub,broadleaf_shrub,Illex,,R-2,L3,R-2L3,2024-05-24
6.25,6.95,12.00,shrub,broadleaf_shrub,Illex,,R-2,L3,R-2L3,2024-05-24
7.55,15.60,8.00,shrub,broadleaf_shrub,Illex,,R-2,L3,R-2L3,2024-05-24
0.15,0.30,8.00,shrub,broadleaf_shrub,Illex,,R-2,L2,R-2L2,2024-05-24
0.50,0.90,5.00,forb,fern,,,R-2,L2,R-2L2,2024-05-24
1.15,1.45,6.00,shrub,broadleaf_shrub,Illex,,R-2,L2,R-2L2,2024-05-24
1.60,2.10,4.00,forb,fern,,,R-2,L2,R-2L2,2024-05-24
2.15,2.55,7.00,shrub,broadleaf_shrub,Illex,,R-2,L2,R-2L2,2024-05-24
2.75,2.90,6.00,shrub,broadleaf_shrub,Illex,,R-2,L2,R-2L2,2024-05-24
3.55,3.80,5.00,shrub,broadleaf_shrub,Illex,,R-2,L2,R-2L2,2024-05-24
5.20,6.70,13.00,shrub,saw_palmetto,,,R-2,L2,R-2L2,2024-05-24
6.85,7.50,11.00,shrub,broadleaf_shrub,,,R-2,L2,R-2L2,2024-05-24
7.60,8.90,6.00,shrub,broadleaf_shrub,Illex/Vaccinium,,R-2,L2,R-2L2,2024-05-24
8.75,9.40,11.00,shrub,saw_palmetto,,,R-2,L2,R-2L2,2024-05-24
9.35,10.00,12.00,shrub,broadleaf_shrub,,,R-2,L2,R-2L2,2024-05-24
10.05,10.35,4.00,shrub,broadleaf_shrub,Hypericum,,R-2,L2,R-2L2,2024-05-24
10.45,10.65,4.50,shrub,broadleaf_shrub,Quercus,,R-2,L2,R-2L2,2024-05-24
10.70,10.95,10.00,shrub,broadleaf_shrub,Illex,,R-2,L2,R-2L2,2024-05-24
10.96,11.30,4.50,shrub,broadleaf_shrub,Quercus,,R-2,L2,R-2L2,2024-05-24
11.15,11.75,11.00,shrub,broadleaf_shrub,Quercus,,R-2,L2,R-2L2,2024-05-24
12.20,12.60,6.50,shrub,broadleaf_shrub,Illex,,R-2,L2,R-2L2,2024-05-24
13.20,13.80,9.50,shrub,saw_palmetto,,,R-2,L2,R-2L2,2024-05-24
